location,acci_counts
"(40.7368726, -73.9785141)",17
"(40.7401752, -73.9761435)",0
"(40.738172, -73.977603)",87
"(40.738796, -73.977148)",101
"(40.7350189, -73.9798823)",11
"(40.7364686, -73.9787989)",0
"(40.7355808, -73.9794353)",4
"(40.725513, -74.004031)",0
"(40.7278344, -74.0030836)",0
"(40.7428829, -74.0039992)",143
"(40.7431864, -73.9720776)",0
"(40.7400465, -73.9727023)",0
"(40.7591031, -73.992139)",168
"(40.752898, -73.9966816)",0
"(40.722915, -73.9888033)",0
"(40.7205327, -73.9898571)",0
"(40.7216919, -73.9892727)",0
"(40.7792922, -73.9811304)",72
"(40.7844628, -73.9773621)",87
"(40.7831525, -73.9783287)",114
"(40.7940493, -73.970364)",150
"(40.7876846, -73.9750103)",86
"(40.7902424, -73.9731431)",49
"(40.7933783, -73.9708539)",53
"(40.780561, -73.98021)",53
"(40.7046327, -74.0142203)",0
"(40.8047876, -73.9661339)",0
"(40.8073074, -73.9643043)",0
"(40.8158075, -73.9583909)",0
"(40.8105701, -73.9621944)",0
"(40.8112589, -73.9616861)",0
"(40.7739217, -73.9823238)",0
"(40.7730986, -73.9823049)",0
"(40.8013053, -73.9677887)",0
"(40.795291, -73.9712265)",0
"(40.7971827, -73.9698323)",0
"(40.7946106, -73.971682)",0
"(40.7950655, -73.9713775)",0
"(40.8336979, -73.9453257)",0
"(40.834739, -73.9445661)",0
"(40.8264178, -73.9503944)",0
"(40.8220008, -73.9536232)",50
"(40.8238602, -73.9522576)",38
"(40.8391601, -73.9410885)",133
"(40.8407671, -73.939924)",0
"(40.8398471, -73.9405865)",0
"(40.8042094, -73.966794)",0
"(40.802787, -73.9678102)",0
"(40.815657, -73.9582483)",221
"(40.819405, -73.9554946)",0
"(40.8181551, -73.9564305)",0
"(40.8201687, -73.9552062)",0
"(40.8182375, -73.9566189)",0
"(40.7779293, -73.9821323)",103
"(40.7787921, -73.9820581)",78
"(40.7819523, -73.975483)",105
"(40.7809972, -73.976181)",3
"(40.7832429, -73.9745419)",97
"(40.7344472, -73.9898997)",139
"(40.7339693, -73.9887747)",55
"(40.7235806, -73.9910023)",0
"(40.7235974, -73.9910578)",0
"(40.7124693, -73.992567)",0
"(40.7111459, -73.992337)",0
"(40.7040838, -74.0089636)",22
"(40.811725, -73.954835)",0
"(40.8122318, -73.9552731)",1
"(40.7521959, -73.9934596)",289
"(40.7510002, -73.990617)",392
"(40.7691175, -73.988561)",234
"(40.7671828, -73.9899624)",82
"(40.7684455, -73.9890489)",88
"(40.7953221, -73.9359046)",59
"(40.7950746, -73.9360936)",0
"(40.7800561, -73.9470548)",80
"(40.7804755, -73.9467416)",0
"(40.7831928, -73.9447749)",0
"(40.7837221, -73.9443849)",0
"(40.7833012, -73.9446955)",0
"(40.7677068, -73.9560696)",0
"(40.7675505, -73.9561829)",0
"(40.7893421, -73.94027)",0
"(40.7889397, -73.9405592)",62
"(40.7761941, -73.9498734)",55
"(40.7759947, -73.9500207)",0
"(40.800458, -73.932153)",0
"(40.800711, -73.931969)",0
"(40.7813273, -73.9461283)",52
"(40.7810994, -73.9462903)",0
"(40.7977285, -73.9341413)",3
"(40.7985861, -73.9335218)",133
"(40.7986779, -73.9334547)",0
"(40.7849209, -73.9435035)",0
"(40.7839488, -73.944217)",80
"(40.8027762, -73.9335781)",396
"(40.8034385, -73.9330904)",162
"(40.7849357, -73.9466006)",135
"(40.7846022, -73.9468381)",0
"(40.7842627, -73.9470807)",221
"(40.7831346, -73.9478998)",0
"(40.8043853, -73.9374246)",261
"(40.8040953, -73.9367234)",5
"(40.8037216, -73.9358199)",204
"(40.7220522, -73.9854578)",0
"(40.7219231, -73.9855265)",0
"(40.8229651, -73.938212)",0
"(40.8223425, -73.9386611)",0
"(40.8248549, -73.9368589)",0
"(40.8254698, -73.9364062)",0
"(40.8004313, -73.9657046)",34
"(40.8011074, -73.965211)",38
"(40.7714459, -73.9822732)",0
"(40.7683169, -73.9822255)",0
"(40.7689456, -73.9822067)",0
"(40.7697921, -73.9822548)",0
"(40.7726333, -73.982295)",0
"(40.7951146, -73.9716038)",0
"(40.8022513, -73.9679079)",0
"(40.7972533, -73.9700079)",0
"(40.8104995, -73.9620178)",70
"(40.8111851, -73.9615185)",0
"(40.8124374, -73.9605705)",0
"(40.8080666, -73.9639998)",0
"(40.80414, -73.9666179)",0
"(40.7134518, -73.9984931)",19
"(40.7931587, -73.9673083)",1
"(40.7954714, -73.9656182)",126
"(40.7722774, -73.9825376)",0
"(40.738552, -73.999684)",246
"(40.7397447, -74.0024906)",270
"(40.7409922, -74.0054494)",0
"(40.7421216, -74.0081809)",0
"(40.830891, -73.941368)",91
"(40.8315635, -73.9429693)",94
"(40.830458, -73.940346)",0
"(40.8328285, -73.9459609)",0
"(40.8327461, -73.9457725)",0
"(40.7667157, -73.9828727)",272
"(40.767916, -73.9857183)",249
"(40.7672587, -73.9841634)",2
"(40.7979386, -73.9400272)",146
"(40.803024, -73.93631)",154
"(40.802397, -73.93677)",82
"(40.7653085, -73.9638433)",77
"(40.7658448, -73.9634512)",0
"(40.7671355, -73.9825857)",0
"(40.74121, -73.9538935)",0
"(40.7488046, -73.9377098)",0
"(40.7482804, -73.9391782)",0
"(40.7524239, -73.9243514)",0
"(40.751977, -73.9319158)",0
"(40.7520865, -73.9258903)",0
"(40.7520598, -73.9278238)",0
"(40.7520351, -73.9289539)",0
"(40.7536709, -73.9146901)",0
"(40.7536652, -73.9146439)",0
"(40.7530652, -73.9214659)",0
"(40.7530683, -73.9111078)",0
"(40.752996, -73.9106123)",0
"(40.749089, -73.9369578)",0
"(40.7493411, -73.9365677)",0
"(40.7538761, -73.9175126)",0
"(40.7538889, -73.9165252)",0
"(40.7677832, -73.9294913)",0
"(40.768229, -73.929135)",0
"(40.755234, -73.941239)",0
"(40.7722511, -73.9259342)",0
"(40.761344, -73.935396)",0
"(40.7598727, -73.9367994)",0
"(40.7450343, -73.9483893)",0
"(40.7473424, -73.9476117)",0
"(40.7608946, -73.9641336)",0
"(40.7606127, -73.9643451)",688
"(40.7612328, -73.9639047)",342
"(40.7618673, -73.9634382)",285
"(40.72116, -73.906331)",0
"(40.721884, -73.904441)",0
"(40.7197698, -73.9107974)",0
"(40.7209664, -73.9068768)",0
"(40.7205934, -73.9079282)",0
"(40.7227971, -73.9017632)",0
"(40.711962, -73.940688)",0
"(40.711641, -73.943911)",0
"(40.712524, -73.93832)",0
"(40.712782, -73.937248)",0
"(40.711324, -73.947245)",0
"(40.711481, -73.945596)",0
"(40.713373, -73.934802)",0
"(40.7428021, -73.9169622)",0
"(40.699882, -73.908299)",0
"(40.700034, -73.906978)",0
"(40.7431199, -73.916801)",0
"(40.7427929, -73.9168911)",0
"(40.7460185, -73.9411778)",0
"(40.7217072, -73.9843207)",0
"(40.7215462, -73.9837903)",0
"(40.7214212, -73.9838683)",0
"(40.7211663, -73.9830263)",0
"(40.8013329, -73.9315143)",0
"(40.8009967, -73.9317635)",76
"(40.7893159, -73.9433959)",49
"(40.7882821, -73.9441649)",0
"(40.8282617, -73.9351294)",0
"(40.8044964, -73.9514862)",0
"(40.8038638, -73.9519406)",0
"(40.8035157, -73.9522055)",0
"(40.8031867, -73.9524559)",0
"(40.8222816, -73.9385175)",0
"(40.8225774, -73.9383022)",0
"(40.8127201, -73.9455002)",0
"(40.8133636, -73.9450358)",0
"(40.8047937, -73.9512641)",0
"(40.8241529, -73.937135)",0
"(40.8247839, -73.9366888)",0
"(40.8012531, -73.9538421)",0
"(40.8028342, -73.9527034)",0
"(40.8018826, -73.9533779)",0
"(40.6816834, -73.9674935)",0
"(40.6815195, -73.9666864)",0
"(40.6937733, -73.9631396)",0
"(40.695378, -73.949207)",0
"(40.694579, -73.956143)",0
"(40.696304, -73.9888615)",0
"(40.7432249, -73.9177213)",0
"(40.7441993, -73.9261186)",0
"(40.7434403, -73.919581)",0
"(40.7440837, -73.9251532)",0
"(40.743976, -73.9242277)",0
"(40.7448355, -73.9316469)",0
"(40.7489234, -73.9373948)",0
"(40.700122, -73.906211)",0
"(40.700271, -73.90488)",0
"(40.700192, -73.905605)",0
"(40.7226247, -73.9015284)",0
"(40.721628, -73.903118)",0
"(40.692904, -73.928043)",0
"(40.692604, -73.927507)",0
"(40.7104981, -73.9570508)",0
"(40.7084171, -73.9578957)",0
"(40.7027701, -73.9454473)",0
"(40.7054336, -73.9502136)",0
"(40.7029999, -73.9458579)",0
"(40.7032154, -73.9462428)",0
"(40.7394963, -73.9826645)",62
"(40.7400489, -73.9822497)",0
"(40.684368, -73.913037)",0
"(40.685317, -73.914701)",0
"(40.6857666, -73.9155216)",0
"(40.686391, -73.916611)",0
"(40.700281, -73.941149)",0
"(40.698848, -73.938568)",0
"(40.69948, -73.939728)",0
"(40.695028, -73.931773)",0
"(40.6969908, -73.9352898)",0
"(40.698405, -73.937773)",0
"(40.695358, -73.932366)",0
"(40.6839065, -73.9122672)",0
"(40.6878737, -73.9872592)",0
"(40.687773, -73.987)",0
"(40.6917211, -73.9892092)",0
"(40.6958959, -73.9830791)",0
"(40.6960193, -73.9866032)",0
"(40.6961267, -73.9844509)",0
"(40.6960811, -73.9833733)",0
"(40.6906383, -73.9894372)",0
"(40.690333, -73.9896507)",0
"(40.7344955, -73.9524469)",0
"(40.7346018, -73.952496)",0
"(40.7435563, -73.950712)",0
"(40.7347279, -73.9377285)",0
"(40.7357452, -73.9367525)",0
"(40.7204518, -73.9895903)",12
"(40.7225378, -73.9886693)",0
"(40.7216077, -73.9889948)",11
"(40.7193292, -73.9904805)",0
"(40.694674, -73.931145)",1
"(40.683505, -73.911512)",0
"(40.6807406, -73.9066699)",0
"(40.682684, -73.910067)",0
"(40.6950339, -73.9889633)",0
"(40.6924231, -73.9890555)",0
"(40.6960997, -73.9886131)",0
"(40.685645, -73.91529)",0
"(40.6895108, -73.9813327)",0
"(40.6899292, -73.9815404)",0
"(40.6889411, -73.9810499)",0
"(40.692002, -73.92645)",0
"(40.690768, -73.924287)",0
"(40.6853165, -73.9783576)",0
"(40.6852017, -73.9782702)",0
"(40.700725, -73.941931)",0
"(40.7057141, -73.9261317)",0
"(40.70191, -73.936982)",1
"(40.702674, -73.933951)",0
"(40.704717, -73.928738)",0
"(40.7004243, -73.9443941)",0
"(40.700405, -73.944617)",0
"(40.7007001, -73.9421347)",0
"(40.6919534, -73.991275)",0
"(40.6810408, -73.9643933)",0
"(40.6809919, -73.9641504)",0
"(40.691597, -73.991448)",0
"(40.690993, -73.991742)",0
"(40.6844242, -73.9783995)",0
"(40.6842821, -73.9780259)",0
"(40.6843767, -73.978278)",0
"(40.6837888, -73.9788027)",0
"(40.683144, -73.9792307)",0
"(40.6811902, -73.9644111)",0
"(40.6814181, -73.9655139)",0
"(40.686947, -73.9175477)",0
"(40.688211, -73.91981)",0
"(40.687784, -73.919061)",0
"(40.688641, -73.92055)",0
"(40.68949, -73.922072)",0
"(40.6935923, -73.9833802)",0
"(40.692051, -73.9826203)",0
"(40.6942006, -73.9836651)",0
"(40.723229, -73.900596)",0
"(40.6830022, -73.9730677)",0
"(40.6831473, -73.9737675)",0
"(40.6816126, -73.9756767)",0
"(40.6808587, -73.9751467)",0
"(40.6890892, -73.9905417)",0
"(40.689135, -73.9906813)",0
"(40.685324, -73.980702)",0
"(40.6852045, -73.9803963)",0
"(40.7002236, -73.9877667)",0
"(40.7000904, -73.9877734)",0
"(40.6779985, -73.9730561)",0
"(40.6775278, -73.9727188)",0
"(40.6824839, -73.9795513)",0
"(40.6830984, -73.9791142)",0
"(40.684052, -73.977457)",0
"(40.7135233, -73.9986438)",1
"(40.7410343, -73.9786353)",68
"(40.7400536, -73.9793447)",0
"(40.7406395, -73.9757972)",71
"(40.741274, -73.975343)",206
"(40.850282, -73.9360876)",1
"(40.8622207, -73.9299913)",0
"(40.850774, -73.935426)",33
"(40.8292333, -73.928671)",0
"(40.8352891, -73.9439155)",0
"(40.8309006, -73.9473687)",0
"(40.8214465, -73.9542759)",0
"(40.8264958, -73.9505823)",0
"(40.8239402, -73.9524477)",0
"(40.8220806, -73.9538135)",0
"(40.8340611, -73.9448113)",0
"(40.8746718, -73.9097899)",0
"(40.8743004, -73.9103581)",0
"(40.8353715, -73.9441039)",0
"(40.8392425, -73.9412769)",0
"(40.8766753, -73.9065288)",0
"(40.8500096, -73.9353476)",0
"(40.84984, -73.934966)",55
"(40.8681187, -73.9197555)",59
"(40.867707, -73.9212171)",151
"(40.8681842, -73.919497)",0
"(40.8180399, -73.9604588)",0
"(40.803285, -73.9188631)",0
"(40.846863, -73.901413)",0
"(40.8476973, -73.9009635)",0
"(40.8485496, -73.9004934)",0
"(40.8477924, -73.9009121)",0
"(40.7139788, -73.9925079)",0
"(40.7138684, -73.992495)",0
"(40.8626109, -73.9202964)",32
"(40.7761042, -73.9797477)",44
"(40.7742266, -73.9811168)",76
"(40.7915647, -73.9684724)",35
"(40.7905289, -73.9692278)",0
"(40.7663066, -73.9570919)",1
"(40.7829157, -73.9449796)",0
"(40.786809, -73.94523)",48
"(40.7851936, -73.9464128)",0
"(40.7463948, -74.0051067)",53
"(40.7517174, -73.9678184)",0
"(40.7599903, -73.9647969)",288
"(40.7057934, -74.0038616)",23
"(40.7700481, -73.9144232)",0
"(40.769897, -73.913426)",0
"(40.7705071, -73.9168232)",0
"(40.7702744, -73.9158348)",0
"(40.7693553, -73.9139134)",0
"(40.7691723, -73.9129072)",0
"(40.7686974, -73.9099809)",0
"(40.701862, -73.943825)",0
"(40.7019743, -73.9440256)",0
"(40.7014417, -73.9430797)",0
"(40.6964489, -73.9912416)",0
"(40.7001135, -73.9472209)",0
"(40.6948292, -73.931425)",0
"(40.699405, -73.95337)",0
"(40.6981006, -73.9251631)",0
"(40.699444, -73.9122858)",0
"(40.6988089, -73.9183636)",0
"(40.699032, -73.9162195)",0
"(40.698487, -73.9214209)",0
"(40.6986327, -73.9201003)",0
"(40.699189, -73.9146744)",0
"(40.69742, -73.931338)",0
"(40.6980098, -73.9260331)",0
"(40.6976457, -73.9293019)",0
"(40.6978104, -73.9278298)",0
"(40.6976127, -73.9296059)",0
"(40.6962995, -73.9886816)",0
"(40.6740018, -73.9857613)",0
"(40.6730269, -73.9865754)",0
"(40.6746029, -73.9852632)",0
"(40.7184807, -73.9882397)",0
"(40.8267418, -73.9227823)",0
"(40.826977, -73.922663)",0
"(40.8206024, -73.9262241)",0
"(40.8211427, -73.9256579)",0
"(40.8202676, -73.9264167)",0
"(40.8185466, -73.9272342)",0
"(40.8197377, -73.9266673)",0
"(40.820019, -73.9265309)",0
"(40.8291248, -73.9288336)",0
"(40.8291064, -73.9288654)",0
"(40.8289989, -73.9290612)",0
"(40.8283405, -73.931023)",0
"(40.799916, -73.9623806)",29
"(40.7995367, -73.9626573)",1
"(40.7482116, -73.9393659)",0
"(40.7475902, -73.9412634)",0
"(40.842436, -73.939255)",54
"(40.762826, -73.933981)",0
"(40.724173, -74.004575)",0
"(40.7541408, -73.9980705)",0
"(40.7543022, -73.9984544)",1
"(40.754592, -73.9991434)",346
"(40.7551627, -74.0005001)",0
"(40.72777, -73.991255)",42
"(40.7002632, -73.9907875)",0
"(40.7011017, -73.991262)",0
"(40.6998715, -73.991115)",0
"(40.7008046, -73.9910857)",0
"(40.8235052, -73.9245299)",0
"(40.8215148, -73.9255527)",0
"(40.8051211, -73.9391872)",0
"(40.8053372, -73.939699)",8
"(40.7153844, -73.9847897)",0
"(40.7154561, -73.985027)",0
"(40.7150776, -73.9837543)",0
"(40.7147219, -73.9825284)",0
"(40.8480262, -73.9307191)",0
"(40.8479248, -73.9305162)",0
"(40.8474859, -73.9295472)",0
"(40.7419323, -73.9074917)",0
"(40.7418984, -73.9072034)",0
"(40.7412398, -73.9026877)",0
"(40.7412162, -73.90253)",0
"(40.7420551, -73.9096645)",0
"(40.742218, -73.911063)",0
"(40.7428146, -73.9149736)",0
"(40.7427568, -73.9145414)",0
"(40.7428291, -73.9150772)",0
"(40.7424716, -73.9132027)",0
"(40.6761345, -73.9061613)",0
"(40.6761952, -73.9073842)",0
"(40.6757877, -73.9022376)",0
"(40.745818, -73.94565)",0
"(40.7469265, -73.9427439)",0
"(40.7215801, -73.9458801)",0
"(40.7207725, -73.9449918)",0
"(40.7227831, -73.9470065)",0
"(40.7242208, -73.9478607)",0
"(40.7345159, -73.9523046)",0
"(40.7339983, -73.9521783)",0
"(40.672866, -73.9674815)",0
"(40.6720649, -73.9643945)",0
"(40.7191711, -73.9071198)",0
"(40.7188373, -73.907624)",0
"(40.7155371, -73.9123524)",0
"(40.7150761, -73.9132611)",0
"(40.721031, -73.904096)",0
"(40.7184462, -73.9083288)",0
"(40.7185232, -73.9084075)",0
"(40.7155253, -73.9125423)",0
"(40.8078108, -73.9455708)",0
"(40.8077463, -73.9454127)",0
"(40.8089422, -73.9482544)",0
"(40.8090045, -73.9484021)",0
"(40.6795084, -73.9817042)",0
"(40.6806157, -73.9809537)",0
"(40.7474928, -73.9412039)",0
"(40.7010185, -73.9913314)",0
"(40.6779656, -73.942069)",0
"(40.6786318, -73.9529697)",0
"(40.6782176, -73.9469302)",0
"(40.67808, -73.9441584)",0
"(40.7889211, -73.9758906)",0
"(40.7939303, -73.9721555)",0
"(40.697315, -73.932267)",0
"(40.8074916, -73.9448096)",0
"(40.8072559, -73.9442512)",2
"(40.7382797, -73.9806246)",2
"(40.7730017, -73.9820637)",111
"(40.7778531, -73.9819568)",18
"(40.6935801, -73.9831896)",0
"(40.7246308, -73.9905696)",7
"(40.7248713, -73.9924264)",0
"(40.7515002, -73.997716)",19
"(40.7465084, -74.0013688)",181
"(40.7471747, -74.0008813)",72
"(40.7477804, -74.000438)",107
"(40.7484089, -73.9999781)",79
"(40.7527292, -73.9967986)",99
"(40.7596052, -73.9370559)",0
"(40.7594029, -73.9372498)",0
"(40.7580065, -73.9386001)",0
"(40.7575028, -73.9390967)",0
"(40.748273, -73.9704333)",0
"(40.7488901, -73.9699601)",0
"(40.7532069, -73.9078564)",0
"(40.753166, -73.90824)",0
"(40.753609, -73.9190614)",0
"(40.751712, -73.9334202)",0
"(40.7943448, -73.971867)",0
"(40.7103528, -73.9566938)",0
"(40.7103797, -73.9565282)",0
"(40.7460167, -73.9729192)",0
"(40.7463089, -73.9716668)",77
"(40.7469339, -73.9712078)",45
"(40.7327712, -73.9420413)",0
"(40.7609503, -73.9670318)",265
"(40.761555, -73.9665764)",466
"(40.7602599, -73.9675384)",56
"(40.7597717, -73.9663832)",2
"(40.7621859, -73.9661163)",213
"(40.7634317, -73.9652142)",81
"(40.756377, -73.9643194)",85
"(40.734483, -73.9833869)",1
"(40.7348458, -73.9831222)",77
"(40.7486872, -73.9698776)",0
"(40.7535674, -73.9663976)",1
"(40.7519911, -73.9674556)",0
"(40.7488182, -73.9697816)",0
"(40.7309397, -73.9828579)",2
"(40.723942, -73.987968)",46
"(40.7300191, -73.983536)",88
"(40.7306534, -73.9830644)",74
"(40.729373, -73.9839987)",70
"(40.7287826, -73.9844396)",76
"(40.728194, -73.984875)",47
"(40.727599, -73.985307)",54
"(40.726988, -73.985753)",53
"(40.726409, -73.986176)",64
"(40.725203, -73.987053)",72
"(40.724584, -73.987502)",53
"(40.7520155, -73.9676848)",0
"(40.7416532, -73.9781921)",94
"(40.7422757, -73.9777264)",21
"(40.7471279, -73.9814457)",0
"(40.7470509, -73.9812632)",0
"(40.704672, -74.008126)",17
"(40.705183, -74.007392)",71
"(40.7497921, -73.9877652)",199
"(40.7498799, -73.9879706)",37
"(40.7504178, -73.9736027)",2
"(40.7498286, -73.9722049)",315
"(40.7206493, -73.9813183)",0
"(40.7207793, -73.9817476)",0
"(40.74011, -73.9822019)",43
"(40.7450507, -73.9785944)",128
"(40.7407284, -73.981759)",60
"(40.7616583, -73.9708621)",0
"(40.7532178, -73.9120428)",0
"(40.7532961, -73.9125342)",0
"(40.7675129, -73.9593042)",108
"(40.777887, -73.9517388)",177
"(40.7688015, -73.9583631)",183
"(40.7502203, -74.0023198)",139
"(40.748974, -74.003236)",106
"(40.74959, -74.0027864)",116
"(40.7539186, -73.9996344)",118
"(40.7538022, -73.9154643)",0
"(40.8079924, -73.9638152)",0
"(40.8073825, -73.9644822)",0
"(40.792771, -73.9732956)",0
"(40.783893, -73.9800838)",0
"(40.7223272, -74.0116275)",0
"(40.7221396, -74.0097659)",39
"(40.7204244, -74.0064195)",0
"(40.7204501, -74.006671)",141
"(40.71733, -73.999449)",26
"(40.7198568, -74.0051934)",49
"(40.7045237, -74.0142449)",28
"(40.7026854, -74.0141521)",0
"(40.7036143, -74.0144036)",40
"(40.7031516, -74.0144384)",46
"(40.7100562, -74.0012106)",0
"(40.7097407, -74.0014453)",1
"(40.7162403, -73.9960723)",0
"(40.7150654, -73.996861)",0
"(40.7705153, -73.9820402)",0
"(40.772181, -73.9820559)",0
"(40.6795941, -73.9005865)",0
"(40.6812052, -73.9035788)",0
"(40.680664, -73.902622)",0
"(40.6762863, -73.9116338)",0
"(40.6762437, -73.9109268)",0
"(40.6766913, -73.9164683)",0
"(40.6766626, -73.9157413)",0
"(40.6764108, -73.9137039)",0
"(40.6764523, -73.9144907)",0
"(40.6764065, -73.9109161)",0
"(40.6763329, -73.9095665)",0
"(40.6761419, -73.908378)",0
"(40.6762288, -73.9081565)",0
"(40.6762717, -73.9083801)",0
"(40.6764512, -73.9118549)",0
"(40.6760766, -73.9080245)",0
"(40.6756637, -73.9080696)",0
"(40.6762227, -73.908014)",0
"(40.6762815, -73.9080151)",0
"(40.7535138, -73.9049113)",0
"(40.753565, -73.9044412)",0
"(40.7535455, -73.9139659)",0
"(40.7535731, -73.9141219)",0
"(40.7531031, -73.9113116)",0
"(40.753461, -73.9134878)",0
"(40.7533824, -73.9130341)",0
"(40.7532304, -73.9075978)",0
"(40.7534345, -73.905621)",0
"(40.7537646, -73.902492)",0
"(40.7538048, -73.9021292)",0
"(40.7539955, -73.9003147)",0
"(40.7537166, -73.90298)",0
"(40.7531317, -73.9085553)",0
"(40.7530471, -73.9093431)",0
"(40.7536171, -73.9039263)",0
"(40.7539614, -73.9006537)",0
"(40.7529776, -73.9102564)",0
"(40.7530284, -73.9095126)",0
"(40.7538995, -73.901215)",0
"(40.7532938, -73.9069065)",0
"(40.7533145, -73.9066919)",0
"(40.8465298, -73.9015997)",0
"(40.845642, -73.902097)",0
"(40.8462833, -73.9017377)",0
"(40.6773002, -73.9303144)",0
"(40.6774252, -73.9325873)",0
"(40.6772782, -73.9299151)",0
"(40.6771891, -73.9282961)",0
"(40.6776271, -73.9358545)",0
"(40.6776551, -73.9363628)",0
"(40.6772976, -73.9302677)",0
"(40.6770235, -73.9252838)",0
"(40.6769957, -73.9247783)",0
"(40.6777894, -73.9361717)",0
"(40.6771467, -73.9275244)",0
"(40.6774488, -73.9330172)",0
"(40.6765573, -73.9164802)",0
"(40.6768311, -73.9218325)",0
"(40.6766004, -73.9174025)",0
"(40.6779301, -73.9413961)",0
"(40.6777021, -73.9372392)",0
"(40.6706759, -73.9579683)",0
"(40.6708111, -73.9586318)",0
"(40.6701931, -73.9556682)",0
"(40.6701387, -73.9552611)",0
"(40.6705456, -73.9573256)",0
